Date,Time,Booking_ID,Customer_ID,Vehicle_Type,Pickup_Location,Drop_Location,Avg_VTAT,Avg_CTAT,Canceled_Rides_by_Customer,Reason_for_Canceling_by_Customer,Driver_Not_Moving_Toward_Pickup,Driver_Asked_to_Cancel,AC_Not_Working,Canceled_Rides_by_Driver,Reason_for_Canceling_by_Driver,Incomplete_Rides,Incomplete_Ride_Reason,Booking_Value_INR,Ride_Distance_km,Driver_Rating,Customer_Rating,Overall_Booking_Status
26-10-2025,23:03,CNR7053124876,CUST82274,eBike,Yeshwanthpur,Indiranagar,2.57,7.01,0,,No,No,No,0,,0,,368.3,11.31,4.4,4.5,Success
09-10-2025,21:41,CNR7772163199,CUST87714,Auto,Frazer Town,Richmond Town,4.91,21.27,0,,No,No,No,0,,0,,591.85,6.39,3.4,4.1,Success
28-10-2025,20:06,CNR8415524364,CUST38273,Auto,Hennur,Varthur,,,1,Wrong Address,No,No,No,0,,0,,356.57,12.87,,,Cancelled by Customer
07-10-2025,01:25,CNR3992940119,CUST36522,Auto,Marathahalli,Kundalahalli,,,1,Wrong Address,No,No,No,0,,0,,932.08,18.14,,,Cancelled by Customer
09-10-2025,23:21,CNR1733828392,CUST89194,Prime Plus,Sarjapur Road,Koramangala 5th Block,,,0,,No,No,No,1,Too Many People,0,,765.46,9.89,,,Cancelled by Driver
08-10-2025,03:15,CNR4425584410,CUST52538,Prime Plus,Richmond Town,Yelahanka,5.87,23,0,,No,No,No,0,,0,,955.54,6.86,3.8,3.8,Success
12-10-2025,06:12,CNR2774187086,CUST29573,Auto,Horamavu,Rajajinagar,8.29,13.76,0,,No,No,No,0,,0,,1676.78,9.46,3.5,4.7,Success
02-10-2025,17:28,CNR9897523975,CUST42649,Auto,Bellandur,RT Nagar,,,1,Change of Plans,No,No,No,0,,0,,411.77,8.74,,,Cancelled by Customer
01-10-2025,04:27,CNR1142850386,CUST25782,Prime SUV,Mahadevapura,Koramangala 5th Block,,,0,,No,No,No,1,Personal Car Issue,0,,403.47,8.69,,,Cancelled by Driver
16-10-2025,05:17,CNR4984837609,CUST72306,Prime SUV,Jayanagar,MG Road,6.53,21.31,0,,No,No,No,0,,0,,364.5,2.85,3.9,4.5,Success
23-10-2025,14:15,CNR8520723694,CUST61714,eBike,Varthur,Sanjay Nagar,5.56,7.67,0,,No,No,No,0,,0,,111.09,5.7,4.1,3.5,Success
23-10-2025,02:28,CNR4412384493,CUST24656,Auto,RT Nagar,Lalbagh,,,0,,No,No,No,0,,1,Other Issue,378.88,17.51,,,Incomplete
30-10-2025,17:06,CNR8675678848,CUST37271,Prime Plus,Varthur,Yelahanka,11.21,22.82,0,,No,No,No,0,,0,,136.64,10.36,4.8,3.9,Success
24-10-2025,01:41,CNR7617812389,CUST66047,Mini,Richmond Town,JP Nagar,14.6,18.55,0,,No,No,No,0,,0,,163.3,6.6,4.4,3.8,Success
05-10-2025,17:53,CNR1830451128,CUST48302,Auto,HSR Sector 2,Hoskote,9.64,7.54,0,,No,No,No,0,,0,,604.07,7.36,3.3,3.2,Success
03-10-2025,00:05,CNR2836702704,CUST25190,Mini,Hennur,Lalbagh,,,0,,Yes,Yes,No,1,Customer Related Issue,0,,591.63,2.85,,,Cancelled by Driver
12-10-2025,07:10,CNR6334405856,CUST79124,Mini,Horamavu,Nagarbhavi,,,0,,No,No,No,1,Customer Sick/Coughing,0,,163.63,1.8,,,Cancelled by Driver
08-10-2025,13:31,CNR5793591859,CUST97131,Mini,Lalbagh,Indiranagar,4.44,10.67,0,,No,No,No,0,,0,,555.55,3.67,4,4,Success
22-10-2025,15:13,CNR9681266995,CUST34751,Prime Plus,BTM 2nd Stage,Sarjapur Road,5.12,9.73,0,,Yes,No,No,0,,0,,967.5,18.39,3.3,4.9,Success
27-10-2025,12:57,CNR5055582602,CUST42791,Prime Plus,Jayanagar,BTM 2nd Stage,11.62,20.37,0,,No,No,No,0,,0,,946.93,19.14,4.8,4.7,Success
03-10-2025,01:10,CNR2212084283,CUST70404,eBike,Bannerghatta Road,Yeshwanthpur,,,1,Wrong Address,No,No,No,0,,0,,498.77,4.51,,,Cancelled by Customer
01-10-2025,12:00,CNR4040464839,CUST27154,Mini,Yelahanka,HSR Layout,3.94,23.8,0,,No,No,No,0,,0,,276.48,19.41,4.8,4.2,Success
03-10-2025,12:16,CNR4019224310,CUST86939,Mini,Jayanagar,CV Raman Nagar,9.08,13.73,0,,No,No,No,0,,0,,578.71,6.72,3.5,3.4,Success
05-10-2025,14:18,CNR7175469076,CUST79273,Prime Plus,JP Nagar Phase 7,Nagarbhavi,6.57,17.37,0,,No,No,No,0,,0,,218.89,13.9,3.5,4.5,Success
15-10-2025,13:44,CNR4603520550,CUST42990,eBike,Horamavu,Domlur,9.6,8.39,0,,No,No,No,0,,0,,456.57,11,3.5,4.8,Success
14-10-2025,23:50,CNR6721086855,CUST21082,Prime SUV,CV Raman Nagar,Richmond Town,,,0,,No,No,No,1,Customer Related Issue,0,,319.71,2.64,,,Cancelled by Driver
03-10-2025,17:42,CNR7231344836,CUST13919,Mini,Ulsoor,Kundalahalli,11.58,12.4,0,,No,No,No,0,,0,,389.41,9.82,3.6,3.6,Success
01-10-2025,22:31,CNR7700305127,CUST63086,Prime Plus,Indiranagar,Koramangala,9.41,5.35,0,,No,No,No,0,,0,,328.2,8.96,3.7,3.5,Success
05-10-2025,04:12,CNR6882891375,CUST74781,eBike,Hennur,Banaswadi,5.87,17.66,0,,No,No,No,0,,0,,799.85,16.62,4,3.5,Success
26-10-2025,09:13,CNR1788137933,CUST43847,Mini,HSR Layout,Sanjay Nagar,,,0,,No,No,No,1,Personal Car Issue,0,,113.62,17.6,,,Cancelled by Driver
23-10-2025,01:37,CNR8074972365,CUST49663,Prime SUV,Indiranagar,Koramangala,9.96,7.81,0,,No,No,No,0,,0,,781.03,19.22,4.7,4.3,Success
31-10-2025,23:34,CNR2929390153,CUST84252,Mini,Nagarbhavi,Yelahanka,3.15,23.48,0,,No,No,No,0,,0,,245.39,9.48,3.6,4,Success
14-10-2025,01:47,CNR5735288240,CUST23383,eBike,Rajajinagar,Richmond Town,4.54,13.67,0,,No,No,No,0,,0,,371.7,15.17,3.7,3.1,Success
07-10-2025,10:03,CNR3452457440,CUST59210,Mini,Peenya,Nagawara,,,0,,No,No,Yes,0,,1,Customer Demand,341.69,8.58,,,Incomplete
27-10-2025,01:37,CNR1649891829,CUST79136,Auto,Indiranagar,Richmond Town,6.43,11.31,0,,Yes,No,No,0,,0,,170.13,13.02,4.7,3.9,Success
09-10-2025,15:32,CNR5280509791,CUST40321,Prime Plus,Bannerghatta Road,Nagarbhavi,5.28,5.98,0,,No,No,No,0,,0,,379.56,15.01,3.2,3.6,Success
15-10-2025,16:10,CNR7876240720,CUST34497,Auto,Electronic City,Lalbagh,,,0,,No,No,No,1,Customer Related Issue,0,,738.85,9.25,,,Cancelled by Driver
15-10-2025,01:32,CNR3905598041,CUST47535,Prime Plus,Peenya,Sarjapur Road,,,0,,No,No,No,1,Personal Car Issue,0,,289.06,11.5,,,Cancelled by Driver
26-10-2025,02:54,CNR5995972366,CUST11039,Mini,Domlur,Yelahanka,5.26,9.16,0,,No,No,No,0,,0,,947.59,8.32,4,3.4,Success
10-10-2025,05:04,CNR1567892324,CUST49405,Prime Plus,Basavanagudi,Richmond Town,,,1,Change of Plans,No,No,No,0,,0,,226.63,17.03,,,Cancelled by Customer
28-10-2025,19:04,CNR8425326628,CUST38555,Auto,KR Puram,Hoskote,,,0,,No,No,No,1,Customer Related Issue,0,,567.36,8.83,,,Cancelled by Driver
13-10-2025,21:55,CNR8972269404,CUST82011,Prime Plus,Indiranagar,HSR Sector 2,4.49,24.53,0,,No,No,No,0,,0,,505.63,8.1,4.1,5,Success
19-10-2025,07:25,CNR1286356306,CUST95401,Auto,Kundalahalli,Cox Town,,,0,,No,No,No,1,Customer Related Issue,0,,279.24,12.73,,,Cancelled by Driver
31-10-2025,03:56,CNR3307994688,CUST95708,eBike,Whitefield,JP Nagar Phase 7,9.2,8.42,0,,No,No,No,0,,0,,932.98,14.62,4.8,4.1,Success
07-10-2025,18:15,CNR9784195267,CUST82554,eBike,KR Puram,Kalyan Nagar,7.34,24.29,0,,No,No,No,0,,0,,164.93,17.61,4.5,3.9,Success
17-10-2025,18:38,CNR8069983805,CUST36929,eBike,Domlur,MG Road,,,0,,No,No,No,0,,1,Customer Demand,114.68,6.23,,,Incomplete
20-10-2025,01:39,CNR9286155272,CUST26179,Auto,Sanjay Nagar,Hoskote,8.5,18.83,0,,No,No,No,0,,0,,970.86,11.05,3.9,4.9,Success
29-10-2025,02:26,CNR7355708636,CUST73188,Auto,Koramangala,Koramangala 5th Block,,,0,,No,Yes,No,1,Personal Car Issue,0,,669.28,12.94,,,Cancelled by Driver
04-10-2025,21:37,CNR9797666198,CUST76350,Prime SUV,Nagawara,Basavanagudi,7.59,9.47,0,,No,No,No,0,,0,,513.12,3.25,4.3,4.4,Success
30-10-2025,18:33,CNR2310710476,CUST80652,Auto,Hoskote,Richmond Town,,,1,Wrong Address,No,No,No,0,,0,,420.98,9.89,,,Cancelled by Customer
05-10-2025,10:59,CNR1813306721,CUST17600,Mini,Brookefield,Jayanagar,12.53,13.29,0,,No,Yes,No,0,,0,,366.72,9,3.6,3.4,Success
23-10-2025,08:13,CNR4369464713,CUST41796,eBike,BTM Layout,Hebbal,,,0,,No,No,No,1,Customer Sick/Coughing,0,,577.41,3.11,,,Cancelled by Driver
07-10-2025,21:45,CNR9274288101,CUST44524,Prime Plus,RT Nagar,Richmond Town,3.69,8.49,0,,No,No,No,0,,0,,273.89,13.93,3,3.4,Success
13-10-2025,10:15,CNR8706679263,CUST59414,Mini,Nagarbhavi,KR Puram,,,1,Wrong Address,Yes,No,No,0,,0,,233.94,9.53,,,Cancelled by Customer
15-10-2025,08:25,CNR8054609261,CUST66576,Auto,Lalbagh,BTM 2nd Stage,14.25,14.74,0,,No,No,No,0,,0,,394.03,19.22,4.1,4.1,Success
11-10-2025,04:42,CNR1734587661,CUST43093,Prime SUV,Jayanagar,Vijayanagar,6.7,19.16,0,,No,No,No,0,,0,,503.23,15.78,5,4.9,Success
29-10-2025,20:19,CNR1257556828,CUST94649,Prime Plus,JP Nagar Phase 7,Yeshwanthpur,12.72,23.51,0,,No,No,No,0,,0,,437.61,11.68,3.4,3.3,Success
04-10-2025,14:20,CNR1688611904,CUST18533,Auto,Koramangala,Bellandur,9.43,13.69,0,,No,No,No,0,,0,,803.91,6.79,4.9,3.7,Success
13-10-2025,02:00,CNR8087700149,CUST80574,Mini,RT Nagar,Marathahalli,4.35,11.02,0,,No,No,No,0,,0,,469.47,12.95,4.4,3.2,Success
07-10-2025,14:39,CNR5440948346,CUST98998,Auto,Peenya,Whitefield Main Road,11.91,11.89,0,,No,No,No,0,,0,,150.53,6.64,4.3,3.5,Success
27-10-2025,18:06,CNR9359109659,CUST72068,Mini,Bellandur,Malleshwaram,6.52,10.26,0,,No,No,No,0,,0,,772.32,11.7,4.6,3.7,Success
19-10-2025,02:34,CNR8434873134,CUST37303,Mini,Indiranagar,Whitefield,,,1,Wrong Address,No,No,Yes,0,,0,,448.63,17.4,,,Cancelled by Customer
22-10-2025,06:32,CNR4884859962,CUST23319,Auto,Yeshwanthpur,Whitefield,,,0,,No,No,No,1,Customer Sick/Coughing,0,,869.53,19.41,,,Cancelled by Driver
28-10-2025,08:08,CNR7039294494,CUST57555,Auto,Hoodi,Marathahalli,,,0,,No,No,No,0,,1,Customer Demand,258.97,6.47,,,Incomplete
02-10-2025,11:56,CNR5770814808,CUST30670,Auto,Varthur,Banaswadi,5.88,24.08,0,,No,No,No,0,,0,,225.11,5.05,4.2,4.5,Success
10-10-2025,02:56,CNR6548793654,CUST11183,Auto,BTM 2nd Stage,Yelahanka,7.48,13.01,0,,No,No,No,0,,0,,388.47,3.1,4.4,3.2,Success
13-10-2025,07:23,CNR7884818676,CUST26434,Prime Plus,Sanjay Nagar,Bannerghatta Road,13.99,11.49,0,,No,No,No,0,,0,,406.34,18.57,4.3,3.6,Success
30-10-2025,09:10,CNR2585481617,CUST68127,eBike,Kalyan Nagar,Nagarbhavi,8.85,11.3,0,,No,No,No,0,,0,,700.99,15.79,3.4,3.2,Success
25-10-2025,14:53,CNR8971313729,CUST98810,Auto,BTM 2nd Stage,Kalyan Nagar,2.59,10.23,0,,No,No,No,0,,0,,283.97,18.83,3.4,3.1,Success
21-10-2025,17:45,CNR6321395482,CUST83610,Auto,Nagawara,Jayanagar,,,0,,Yes,No,No,1,Personal Car Issue,0,,1500.5,8.7,,,Cancelled by Driver
06-10-2025,09:39,CNR5014178641,CUST60651,Prime Plus,Ramamurthy Nagar,Yeshwanthpur,14.37,12.75,0,,No,No,No,0,,0,,1235.9,6.33,3.8,3.1,Success
28-10-2025,20:33,CNR2437762911,CUST53625,Mini,BTM 2nd Stage,Lalbagh,,,1,Change of Plans,No,No,No,0,,0,,104.76,10.25,,,Cancelled by Customer
28-10-2025,00:42,CNR3518622989,CUST15767,eBike,Yeshwanthpur,Richmond Town,,,0,,No,No,No,0,,1,Vehicle Breakdown,1061.16,6.35,,,Incomplete
12-10-2025,17:19,CNR6340096804,CUST91482,Prime SUV,Banaswadi,Yeshwanthpur,10.87,9.85,0,,Yes,No,No,0,,0,,967.1,2.82,3.1,3.4,Success
12-10-2025,21:06,CNR4368647231,CUST91740,Prime Plus,Sarjapur Road,Lalbagh,2.81,10.67,0,,No,No,No,0,,0,,425.41,1.23,4.4,4.2,Success
20-10-2025,04:16,CNR1267137486,CUST53061,Auto,Yelahanka,Frazer Town,,,1,Wrong Address,No,No,No,0,,0,,226.76,2.88,,,Cancelled by Customer
30-10-2025,03:56,CNR9907782221,CUST77615,Auto,Malleshwaram,Nagarbhavi,,,0,,No,No,No,1,Customer Sick/Coughing,0,,369.34,2.32,,,Cancelled by Driver
30-10-2025,03:47,CNR2144560943,CUST71865,Auto,BTM 2nd Stage,Horamavu,,,0,,No,No,No,1,Too Many People,0,,1635.56,2.99,,,Cancelled by Driver
11-10-2025,17:09,CNR4954198526,CUST64218,eBike,Peenya,Cox Town,8.84,16.88,0,,No,No,No,0,,0,,540.43,7.07,4.7,4,Success
26-10-2025,08:18,CNR2898196011,CUST26183,Mini,Frazer Town,Richmond Town,9.23,6.04,0,,No,No,No,0,,0,,764.37,10.86,4,3,Success
23-10-2025,19:13,CNR6196721021,CUST33726,Auto,Peenya,Frazer Town,5.05,10.72,0,,No,Yes,No,0,,0,,286.98,1.11,4.1,4.2,Success
28-10-2025,22:21,CNR4841097435,CUST99173,eBike,Kundalahalli,Peenya,11.74,6.88,0,,No,No,No,0,,0,,271.62,12.13,3.2,3.5,Success
25-10-2025,06:43,CNR8127875166,CUST49080,Prime SUV,Domlur,Ulsoor,,,0,,No,No,No,1,Customer Sick/Coughing,0,,179.06,17.89,,,Cancelled by Driver
07-10-2025,20:54,CNR4544183704,CUST98502,Prime SUV,Bannerghatta Road,Whitefield,,,0,,No,No,No,1,Customer Related Issue,0,,802.92,2.64,,,Cancelled by Driver
30-10-2025,08:32,CNR3514338168,CUST98081,Auto,Banashankari,Brookefield,11.96,11.51,0,,No,No,No,0,,0,,424.95,11.31,3.2,3.8,Success
01-10-2025,15:16,CNR6995014761,CUST50512,Auto,Bellandur,JP Nagar,6.54,13.82,0,,No,No,No,0,,0,,256.28,5.45,3.1,3.2,Success
01-10-2025,01:05,CNR6640694471,CUST54924,Auto,Electronic City,HSR Sector 2,9.54,14.32,0,,No,No,No,0,,0,,877.33,17.92,4.8,3.4,Success
25-10-2025,20:27,CNR1333679764,CUST99982,Prime Plus,HSR Sector 2,Whitefield Main Road,,,0,,No,No,No,0,,1,Other Issue,305.29,4.62,,,Incomplete
27-10-2025,08:02,CNR8607549774,CUST13450,Prime Plus,Brookefield,Yelahanka,,,1,Change of Plans,No,No,No,0,,0,,263.08,2.84,,,Cancelled by Customer
30-10-2025,00:21,CNR3711026109,CUST70759,Prime SUV,Kundalahalli,KR Puram,6.38,12.38,0,,No,No,No,0,,0,,131.53,19.94,5,4.5,Success
25-10-2025,04:40,CNR9187758878,CUST89584,Auto,BTM 2nd Stage,Electronic City,5.89,7.28,0,,No,No,No,0,,0,,487.25,11.44,4.3,3.9,Success
20-10-2025,08:10,CNR7370716254,CUST35525,Mini,Koramangala,HSR Sector 2,6.45,13.28,0,,No,No,No,0,,0,,111.69,11.61,4.9,3.2,Success
13-10-2025,23:28,CNR8018971704,CUST16084,eBike,Richmond Town,CV Raman Nagar,,,0,,No,No,No,1,Customer Related Issue,0,,588.65,5.86,,,Cancelled by Driver
09-10-2025,17:45,CNR9848444184,CUST47469,Auto,Bellandur,Cox Town,7.36,7.41,0,,No,No,No,0,,0,,299.98,18.27,3.5,3.7,Success
03-10-2025,13:35,CNR2390159637,CUST40356,Auto,BTM Layout,Peenya,,,1,Wrong Address,No,No,No,0,,0,,398.03,8.26,,,Cancelled by Customer
07-10-2025,00:07,CNR9369304891,CUST81051,Mini,Horamavu,MG Road,,,0,,No,No,No,1,Customer Related Issue,0,,456.39,16.32,,,Cancelled by Driver
06-10-2025,02:56,CNR2120290870,CUST59452,Mini,Kundalahalli,Domlur,,,1,Wrong Address,No,No,No,0,,0,,238.93,15.55,,,Cancelled by Customer
08-10-2025,22:57,CNR5442966558,CUST84964,Prime SUV,JP Nagar,Hoskote,,,0,,No,No,No,1,Too Many People,0,,633.51,19.83,,,Cancelled by Driver
27-10-2025,04:34,CNR9852800581,CUST70371,eBike,Malleshwaram,Kundalahalli,7.42,13.25,0,,No,No,No,0,,0,,252.03,6.08,3.4,4.6,Success
09-10-2025,01:53,CNR1293124371,CUST71778,eBike,Richmond Town,Lalbagh,7.98,12.07,0,,No,No,No,0,,0,,441.95,4.54,4.1,3.3,Success
30-10-2025,11:37,CNR7813632981,CUST94800,Mini,Koramangala 5th Block,BTM Layout,12.28,20.47,0,,No,No,No,0,,0,,225.37,11.32,4.9,3.4,Success
05-10-2025,17:09,CNR9901091566,CUST36450,Auto,Cox Town,Varthur,,,1,Change of Plans,No,No,No,0,,0,,428.29,5.04,,,Cancelled by Customer
01-10-2025,13:08,CNR3065933196,CUST34294,eBike,Hennur,RT Nagar,,,0,,No,No,No,1,Customer Sick/Coughing,0,,259.57,7.84,,,Cancelled by Driver
19-10-2025,01:19,CNR2947626757,CUST99149,Prime SUV,Ramamurthy Nagar,Rajajinagar,4.52,12.77,0,,No,No,No,0,,0,,358.75,11.44,4.3,3.8,Success
10-10-2025,11:57,CNR3389886920,CUST97988,Prime Plus,Richmond Town,Frazer Town,,,1,Wrong Address,No,No,No,0,,0,,345.29,5.61,,,Cancelled by Customer
12-10-2025,01:57,CNR8349778181,CUST17182,Prime Plus,Basavanagudi,Peenya,5.11,19.26,0,,No,No,No,0,,0,,374.82,12.6,4.6,4.7,Success
24-10-2025,11:13,CNR9294699250,CUST27001,Mini,JP Nagar Phase 7,Kundalahalli,10,18.92,0,,No,No,No,0,,0,,513.15,19.78,4.1,4.2,Success
15-10-2025,21:15,CNR4566261821,CUST26056,Prime SUV,Horamavu,Bannerghatta Road,7.92,22.47,0,,No,No,No,0,,0,,218.63,9.55,4.1,4.7,Success
27-10-2025,21:06,CNR9238873209,CUST50867,Auto,Vijayanagar,Ulsoor,12.78,14.69,0,,No,No,No,0,,0,,373.01,1.91,3.4,4.2,Success
22-10-2025,11:49,CNR4126014455,CUST50565,Mini,Koramangala,MG Road,,,0,,No,No,No,0,,1,Other Issue,144.58,5.57,,,Incomplete
24-10-2025,17:56,CNR5156722714,CUST67905,eBike,Sanjay Nagar,Marathahalli,10.15,20.9,0,,No,No,No,0,,0,,1738.35,14.57,4.3,3.8,Success
09-10-2025,13:39,CNR8215031451,CUST46035,eBike,Richmond Town,Yeshwanthpur,,,0,,No,No,No,0,,1,Vehicle Breakdown,483.72,8.39,,,Incomplete
20-10-2025,23:09,CNR6228094512,CUST54564,Mini,JP Nagar,Horamavu,6.29,6.33,0,,No,No,Yes,0,,0,,587.43,5.56,4.1,3,Success
17-10-2025,07:55,CNR3020721008,CUST68765,Prime SUV,Sanjay Nagar,HSR Layout,13.07,23.58,0,,Yes,No,No,0,,0,,419.46,15.73,4.1,4.6,Success
30-10-2025,05:51,CNR5125313064,CUST55840,Auto,HSR Layout,RT Nagar,,,1,Wrong Address,No,No,No,0,,0,,176.53,13.19,,,Cancelled by Customer
17-10-2025,05:56,CNR8819277193,CUST18066,Auto,Sanjay Nagar,Ulsoor,3.43,6.21,0,,No,No,No,0,,0,,215.65,10.19,3.5,4.2,Success
26-10-2025,13:01,CNR5832222438,CUST76838,Prime Plus,Nagawara,Cox Town,,,1,Change of Plans,No,No,No,0,,0,,415.84,9.44,,,Cancelled by Customer
20-10-2025,05:47,CNR1512508064,CUST61564,Auto,Koramangala,Brookefield,6.22,18.22,0,,No,No,No,0,,0,,437.66,19.56,4.6,4.2,Success
12-10-2025,10:50,CNR3157611029,CUST54476,Prime Plus,HSR Sector 2,Mahadevapura,2.75,7.84,0,,No,No,No,0,,0,,119.79,17.73,4.2,4.6,Success
30-10-2025,13:51,CNR1356152068,CUST71532,Auto,Kalyan Nagar,Nagarbhavi,13.81,23.17,0,,No,Yes,No,0,,0,,725.35,1.57,4.6,4.9,Success
07-10-2025,21:55,CNR6668141367,CUST31321,Mini,Sanjay Nagar,JP Nagar,4.2,9.74,0,,No,No,No,0,,0,,901.34,15.9,3.8,4.1,Success
02-10-2025,23:51,CNR4619502038,CUST36730,Prime Plus,Mahadevapura,Kadugodi,,,0,,No,No,No,1,Customer Sick/Coughing,0,,633.91,5.19,,,Cancelled by Driver
03-10-2025,07:17,CNR7592069235,CUST91690,Mini,Electronic City,BTM Layout,2.44,5.21,0,,No,No,No,0,,0,,419.11,19.19,3.9,4.7,Success
17-10-2025,05:50,CNR7923239614,CUST90433,Auto,Ramamurthy Nagar,Hebbal,12.16,8.97,0,,No,No,No,0,,0,,381.13,13.27,4.5,3.1,Success
05-10-2025,22:06,CNR7082147894,CUST63748,Auto,Malleshwaram,HSR Layout,11.72,20.16,0,,No,No,No,0,,0,,341.51,18.98,4.7,4,Success
17-10-2025,12:55,CNR4183329423,CUST28314,Auto,CV Raman Nagar,Whitefield,14.54,17.87,0,,No,Yes,No,0,,0,,1017.66,13.65,3.7,3.8,Success
24-10-2025,01:54,CNR7351501323,CUST14053,Auto,Richmond Town,Kalyan Nagar,7.39,9.53,0,,No,No,No,0,,0,,506.9,18.53,4.5,3.6,Success
17-10-2025,15:14,CNR1378750527,CUST44070,Auto,Sarjapur Road,Malleshwaram,13.62,13.56,0,,No,No,No,0,,0,,878.52,1.51,4.3,3.2,Success
27-10-2025,06:52,CNR6584365672,CUST21081,Auto,HSR Layout,JP Nagar Phase 7,,,1,Wrong Address,No,No,No,0,,0,,107.3,9.16,,,Cancelled by Customer
17-10-2025,14:22,CNR4124232498,CUST20643,Mini,Marathahalli,RT Nagar,5.72,6.59,0,,No,No,No,0,,0,,1596.13,16.55,4.7,3.7,Success
02-10-2025,09:52,CNR2529038928,CUST93671,Auto,Banaswadi,Vijayanagar,14.65,22.36,0,,No,No,No,0,,0,,468.39,15.86,3.7,4.4,Success
02-10-2025,07:14,CNR6273542315,CUST64187,Prime Plus,Rajajinagar,HSR Layout,10.58,16.11,0,,No,No,No,0,,0,,827.65,16.09,4.5,4.1,Success
28-10-2025,00:42,CNR1539801793,CUST79095,Auto,Malleshwaram,HSR Sector 2,5.01,14.79,0,,No,No,No,0,,0,,487.86,13.46,3.5,3.6,Success
22-10-2025,06:25,CNR1007677020,CUST77986,Prime SUV,Whitefield Main Road,Basavanagudi,,,1,Change of Plans,No,No,Yes,0,,0,,286.41,9.14,,,Cancelled by Customer
23-10-2025,10:17,CNR3915201432,CUST16849,Auto,Lalbagh,Richmond Town,,,0,,No,No,No,0,,1,Customer Demand,452.27,11.04,,,Incomplete
05-10-2025,02:49,CNR3373785803,CUST72385,Prime Plus,Yelahanka,Basavanagudi,,,0,,No,Yes,No,1,Customer Related Issue,0,,483.64,18.13,,,Cancelled by Driver
01-10-2025,08:22,CNR5973261571,CUST42372,Prime Plus,HSR Layout,Indiranagar,,,0,,No,No,Yes,1,Customer Sick/Coughing,0,,705.42,3.78,,,Cancelled by Driver
01-10-2025,20:32,CNR5394644304,CUST13115,eBike,Basavanagudi,Banashankari,,,1,Wrong Address,No,No,No,0,,0,,460.46,1.63,,,Cancelled by Customer
19-10-2025,12:43,CNR5712162166,CUST77282,Prime Plus,Nagawara,Marathahalli,10.2,11.35,0,,No,No,No,0,,0,,340.96,6.49,3.9,4.5,Success
30-10-2025,17:21,CNR2219742841,CUST42505,Prime Plus,Frazer Town,Marathahalli,12.58,18.65,0,,No,No,No,0,,0,,297.36,14.57,3.3,4.2,Success
02-10-2025,00:07,CNR1233446864,CUST33854,Mini,Nagarbhavi,Sanjay Nagar,,,1,Change of Plans,No,No,No,0,,0,,883.32,17.74,,,Cancelled by Customer
21-10-2025,08:11,CNR3016579214,CUST92857,Mini,HSR Sector 2,MG Road,,,0,,No,No,No,1,Too Many People,0,,358.41,14.24,,,Cancelled by Driver
12-10-2025,18:16,CNR4872671693,CUST74779,Auto,Frazer Town,Richmond Town,9.58,19.89,0,,No,No,No,0,,0,,496.14,17.18,4.5,4.8,Success
26-10-2025,01:06,CNR6825351191,CUST67610,Prime Plus,Brookefield,KR Puram,8.48,20.31,0,,No,No,Yes,0,,0,,573.51,18.63,3.1,4.1,Success
06-10-2025,19:27,CNR5352162943,CUST35435,Prime SUV,Yelahanka,Yeshwanthpur,12.54,11.14,0,,No,No,No,0,,0,,333.73,11.33,3.6,4.4,Success
23-10-2025,11:46,CNR7735869572,CUST35225,Prime Plus,Hebbal,BTM Layout,,,1,Change of Plans,No,No,No,0,,0,,231.51,15.07,,,Cancelled by Customer
04-10-2025,10:27,CNR5778285251,CUST77730,Prime Plus,KR Puram,Banashankari,,,0,,No,No,No,1,Customer Related Issue,0,,115.99,8.65,,,Cancelled by Driver
23-10-2025,19:32,CNR8038687432,CUST79507,Auto,RT Nagar,Hennur,12.64,24.3,0,,No,No,No,0,,0,,271.27,9.01,4.7,3,Success
11-10-2025,03:24,CNR8934174911,CUST20127,eBike,JP Nagar Phase 7,Hoodi,13.54,22.5,0,,No,No,No,0,,0,,651.99,12.35,4.7,4.1,Success
24-10-2025,18:12,CNR1299387578,CUST68880,Auto,Koramangala,Vijayanagar,,,1,Change of Plans,No,No,No,0,,0,,483.92,3.53,,,Cancelled by Customer
27-10-2025,08:02,CNR7918757450,CUST64175,Auto,Mahadevapura,Kundalahalli,5.72,13.53,0,,No,No,No,0,,0,,262.5,6.87,3.5,3.2,Success
17-10-2025,22:27,CNR1418393412,CUST37060,Prime Plus,Basavanagudi,Indiranagar,14.92,9.44,0,,No,No,No,0,,0,,868.02,17.2,3.4,4.9,Success
31-10-2025,00:33,CNR8778292990,CUST75438,Prime Plus,Indiranagar,Nagawara,,,0,,No,No,No,1,Customer Sick/Coughing,0,,619.39,1.03,,,Cancelled by Driver
06-10-2025,17:43,CNR5891138422,CUST25050,Prime SUV,Bannerghatta Road,Banaswadi,,,1,Change of Plans,No,No,No,0,,0,,362.29,3.44,,,Cancelled by Customer
24-10-2025,23:47,CNR4031585287,CUST43372,Auto,Indiranagar,Yeshwanthpur,8.54,5.22,0,,No,Yes,No,0,,0,,167.75,6.96,4.6,3.6,Success
05-10-2025,23:42,CNR1678642799,CUST33830,Prime Plus,Horamavu,Richmond Town,,,1,Wrong Address,No,No,No,0,,0,,270.89,6.89,,,Cancelled by Customer
